State,Sex,Year,Name,Number,Percent
DURRES,M,2012,Ariol,2,0.01
DURRES,M,2012,Ariola,1,0.01
DURRES,M,2012,Arion,1,0.01
DURRES,M,2012,Aris,1,0.01
DURRES,M,2012,Arjan,2,0.01
DURRES,M,2012,Arjel,1,0.01
DURRES,M,2012,Arjon,1,0.01
DURRES,M,2012,Arkel,1,0.01
DURRES,M,2012,Arkeljo,1,0.01
DURRES,M,2012,Arlen,1,0.01
DURRES,M,2012,Arlin,1,0.01
DURRES,M,2012,Arlind,7,0.04
DURRES,M,2012,Arlis,1,0.01
DURRES,M,2012,Armaldo,1,0.01
DURRES,M,2012,Armand,3,0.02
DURRES,M,2012,Armando,7,0.04
DURRES,M,2012,Armel,2,0.01
DURRES,M,2012,Armen,1,0.01
DURRES,M,2012,Armend,1,0.01
DURRES,M,2012,Arment,1,0.01
DURRES,M,2012,Armin,1,0.01
DURRES,M,2012,Arnild,1,0.01
DURRES,M,2012,Arnildo,1,0.01
DURRES,M,2012,Aron,12,0.07
DURRES,M,2012,Arsel,3,0.02
DURRES,M,2012,Arselajdo,1,0.01
DURRES,M,2012,Arseld,1,0.01
DURRES,M,2012,Arseljo,1,0.01
DURRES,M,2012,Arsen,2,0.01
DURRES,M,2012,Arsi,2,0.01
DURRES,M,2012,Arsid,1,0.01
DURRES,M,2012,Arsild,1,0.01
DURRES,M,2012,Arsin,1,0.01
DURRES,M,2012,Arson,1,0.01
DURRES,M,2012,Artan,3,0.02
DURRES,M,2012,Artur,1,0.01
DURRES,M,2012,Arvens,1,0.01
DURRES,M,2012,Arvi,1,0.01
DURRES,M,2012,Arvis,1,0.01
DURRES,M,2012,Arvisjo,1,0.01
DURRES,M,2012,Asiel,1,0.01
DURRES,M,2012,Asllan,1,0.01
DURRES,M,2012,Aster,1,0.01
DURRES,M,2012,Astrit,1,0.01
DURRES,M,2012,Augusto,1,0.01
DURRES,M,2012,Aurel,7,0.04
DURRES,M,2012,Aurelio,1,0.01
DURRES,M,2012,Auron,1,0.01
DURRES,M,2012,Azret,1,0.01
DURRES,M,2012,Bajram,2,0.01
DURRES,M,2012,Barcelon,1,0.01
DURRES,M,2012,Bardhyl,1,0.01
DURRES,M,2012,Barjam,2,0.01
DURRES,M,2012,Bashkim,1,0.01
DURRES,M,2012,Bebe,4,0.02
DURRES,M,2012,Bekim,3,0.02
DURRES,M,2012,Benard,1,0.01
DURRES,M,2012,Benardo,1,0.01
DURRES,M,2012,Beram,1,0.01
DURRES,M,2012,Bernardo,1,0.01
DURRES,M,2012,Bertan,1,0.01
DURRES,M,2012,Besard,4,0.02
DURRES,M,2012,Besart,2,0.01
DURRES,M,2012,Besim,1,0.01
DURRES,M,2012,Besjan,1,0.01
DURRES,M,2012,Besmir,1,0.01
DURRES,M,2012,Besnik,2,0.01
DURRES,M,2012,Bion,1,0.01
DURRES,M,2012,Biordi,1,0.01
DURRES,M,2012,Biork,1,0.01
DURRES,M,2012,Biorki,1,0.01
DURRES,M,2012,Biorni,1,0.01
DURRES,M,2012,Bjorald,1,0.01
DURRES,M,2012,Bjorki,5,0.03
DURRES,M,2012,Bjorn,1,0.01
DURRES,M,2012,Bjorni,1,0.01
DURRES,M,2012,Blealdo,1,0.01
DURRES,M,2012,Blerdi,1,0.01
DURRES,M,2012,Blerim,1,0.01
DURRES,M,2012,Bloed,1,0.01
DURRES,M,2012,Bojan,1,0.01
DURRES,M,2012,Bojken,2,0.01
DURRES,M,2012,Bora,1,0.01
DURRES,M,2012,Boris,2,0.01
DURRES,M,2012,Braian,2,0.01
DURRES,M,2012,Brais,1,0.01
DURRES,M,2012,Brajan,6,0.03
DURRES,M,2012,Brajen,1,0.01
DURRES,M,2012,Brendi,1,0.01
DURRES,M,2012,Brendon,2,0.01
DURRES,M,2012,Brensi,1,0.01
DURRES,M,2012,Brigena,1,0.01
DURRES,M,2012,Brijan,1,0.01
DURRES,M,2012,Brion,1,0.01
DURRES,M,2012,Briseld,1,0.01
DURRES,M,2012,Bronald,1,0.01
DURRES,M,2012,Bruno,1,0.01
DURRES,M,2012,Brusian,1,0.01
DURRES,M,2012,Bujar,3,0.02
DURRES,M,2012,Dajli,1,0.01
DURRES,M,2012,Daniel,7,0.04
DURRES,M,2012,Daniljo,1,0.01
DURRES,M,2012,Danjel,5,0.03
DURRES,M,2012,Dariel,1,0.01
DURRES,M,2012,Dario,2,0.01
DURRES,M,2012,Darlind,1,0.01
DURRES,M,2012,Dars,1,0.01
DURRES,M,2012,Darvi,2,0.01
DURRES,M,2012,Daut,1,0.01
DURRES,M,2012,David,4,0.02
DURRES,M,2012,Davide,1,0.01
DURRES,M,2012,Davidluiz,1,0.01
DURRES,M,2012,Davjo,1,0.01
DURRES,M,2012,Dea,1,0.01
DURRES,M,2012,Dean,4,0.02
DURRES,M,2012,Deivi,2,0.01
DURRES,M,2012,Dejan,1,0.01
DURRES,M,2012,Dejton,1,0.01
DURRES,M,2012,Dejvi,3,0.02
DURRES,M,2012,Dejvid,1,0.01
DURRES,M,2012,Dejvis,1,0.01
DURRES,M,2012,Denis,1,0.01
DURRES,M,2012,Devi,2,0.01
DURRES,M,2012,Devid,1,0.01
DURRES,M,2012,Devis,1,0.01
DURRES,M,2012,Diamant,1,0.01
DURRES,M,2012,Diar,1,0.01
DURRES,M,2012,Diart,1,0.01
DURRES,M,2012,Diliko,1,0.01
DURRES,M,2012,Dimitri,1,0.01
DURRES,M,2012,Dion,13,0.07
DURRES,M,2012,Dionis,7,0.04
DURRES,M,2012,Dior,1,0.01
DURRES,M,2012,Diorn,1,0.01
DURRES,M,2012,Ditjon,1,0.01
DURRES,M,2012,Djonis,1,0.01
DURRES,M,2012,Doisi,1,0.01
DURRES,M,2012,Domenik,1,0.01
DURRES,M,2012,Domeniko,1,0.01
DURRES,M,2012,Donald,4,0.02
DURRES,M,2012,Donaldo,1,0.01
DURRES,M,2012,Dorian,1,0.01
DURRES,M,2012,Doris,1,0.01
DURRES,M,2012,Dorisa,1,0.01
DURRES,M,2012,Dorjan,1,0.01
DURRES,M,2012,Drenis,1,0.01
DURRES,M,2012,Drilon,2,0.01
DURRES,M,2012,Drini,1,0.01
DURRES,M,2012,Dritan,3,0.02
DURRES,M,2012,Durim,1,0.01
DURRES,M,2012,Dhimo,1,0.01
DURRES,M,2012,Eden,1,0.01
DURRES,M,2012,Edis,2,0.01
DURRES,M,2012,Edison,4,0.02
DURRES,M,2012,Edmond,1,0.01
DURRES,M,2012,Edrik,1,0.01
DURRES,M,2012,Eduard,1,0.01
DURRES,M,2012,Egin,1,0.01
DURRES,M,2012,Eglent,1,0.01
DURRES,M,2012,Eglesjo,1,0.01
DURRES,M,2012,Egli,3,0.02
DURRES,M,2012,Eglian,1,0.01
DURRES,M,2012,Eglin,1,0.01
DURRES,M,2012,Eglir,1,0.01
DURRES,M,2012,Eglison,1,0.01
DURRES,M,2012,Ejub,1,0.01
DURRES,M,2012,Ekland,2,0.01
DURRES,M,2012,Eklean,1,0.01
DURRES,M,2012,Ekloan,1,0.01
DURRES,M,2012,Eldi,3,0.02
DURRES,M,2012,Eleander,1,0.01
DURRES,M,2012,Eleard,1,0.01
DURRES,M,2012,Elgi,1,0.01
DURRES,M,2012,Elgid,1,0.01
DURRES,M,2012,Elgis,1,0.01
DURRES,M,2012,Elgit,1,0.01
DURRES,M,2012,Elian,1,0.01
DURRES,M,2012,Elidion,1,0.01
DURRES,M,2012,Elidjon,2,0.01
DURRES,M,2012,Elidon,2,0.01
DURRES,M,2012,Elio,3,0.02
DURRES,M,2012,Elion,1,0.01
DURRES,M,2012,Elios,1,0.01
DURRES,M,2012,Elis,4,0.02
DURRES,M,2012,Elisjon,1,0.01
DURRES,M,2012,Eljo,6,0.03
DURRES,M,2012,Eljon,7,0.04
DURRES,M,2012,Elmedin,1,0.01
DURRES,M,2012,Elnando,1,0.01
DURRES,M,2012,Elorenc,1,0.01
DURRES,M,2012,Elrid,1,0.01
DURRES,M,2012,Elson,3,0.02
DURRES,M,2012,Elsuin,1,0.01
DURRES,M,2012,Eltjon,1,0.01
DURRES,M,2012,Elton,2,0.01
DURRES,M,2012,Elvi,3,0.02
DURRES,M,2012,Elvio,1,0.01
DURRES,M,2012,Elvis,5,0.03
DURRES,M,2012,Elxhon,1,0.01
DURRES,M,2012,Emanuel,6,0.03
DURRES,M,2012,Emanuele,1,0.01
DURRES,M,2012,Emiglen,1,0.01
DURRES,M,2012,Emiljano,7,0.04
DURRES,M,2012,Emiljo,2,0.01
DURRES,M,2012,Emin,2,0.01
DURRES,M,2012,Emistjano,1,0.01
DURRES,M,2012,Endi,4,0.02
DURRES,M,2012,Endri,17,0.09
DURRES,M,2012,Endrin,1,0.01
DURRES,M,2012,Endrion,1,0.01
DURRES,M,2012,Enea,12,0.07
DURRES,M,2012,Enean,1,0.01
DURRES,M,2012,Eneda,1,0.01
DURRES,M,2012,Eneljo,1,0.01
DURRES,M,2012,Eneo,2,0.01
DURRES,M,2012,Enerike,1,0.01
DURRES,M,2012,Enerl,1,0.01
DURRES,M,2012,Enes,6,0.03
DURRES,M,2012,Enesti,1,0.01
DURRES,M,2012,Engli,1,0.01
DURRES,M,2012,Engjell,1,0.01
DURRES,M,2012,Enio,3,0.02
DURRES,M,2012,Enis,3,0.02
DURRES,M,2012,Enkli,1,0.01
DURRES,M,2012,Eno,3,0.02
DURRES,M,2012,Enoel,1,0.01
DURRES,M,2012,Enri,1,0.01
DURRES,M,2012,Enrik,1,0.01
DURRES,M,2012,Enriko,1,0.01
DURRES,M,2012,Enrit,1,0.01
DURRES,M,2012,Enver,1,0.01
DURRES,M,2012,Envi,1,0.01
DURRES,M,2012,Enzo,1,0.01
DURRES,M,2012,Erald,4,0.02
DURRES,M,2012,Eraldo,5,0.03
DURRES,M,2012,Eran,1,0.01
DURRES,M,2012,Erbli,1,0.01
DURRES,M,2012,Erdi,5,0.03
DURRES,M,2012,Ergi,17,0.09
DURRES,M,2012,Ergin,2,0.01
DURRES,M,2012,Ergio,1,0.01
DURRES,M,2012,Ergis,4,0.02
DURRES,M,2012,Ergito,1,0.01
DURRES,M,2012,Erglent,1,0.01
DURRES,M,2012,Erglis,1,0.01
DURRES,M,2012,Ergys,3,0.02
DURRES,M,2012,Ergysi,1,0.01
DURRES,M,2012,Erhard,1,0.01
DURRES,M,2012,Erialdo,1,0.01
DURRES,M,2012,Eridjon,1,0.01
DURRES,M,2012,Eridon,1,0.01
DURRES,M,2012,Eriglen,1,0.01
DURRES,M,2012,Eriglend,1,0.01
DURRES,M,2012,Eriglon,1,0.01
DURRES,M,2012,Erik,1,0.01
DURRES,M,2012,Erilndo,1,0.01
DURRES,M,2012,Erin,1,0.01
DURRES,M,2012,Erind,1,0.01
DURRES,M,2012,Eris,2,0.01
DURRES,M,2012,Erisjon,1,0.01
DURRES,M,2012,Erjon,12,0.07
DURRES,M,2012,Erkan,2,0.01
DURRES,M,2012,Erket,1,0.01
DURRES,M,2012,Erli,1,0.01
DURRES,M,2012,Erlind,2,0.01
DURRES,M,2012,Erlion,1,0.01
DURRES,M,2012,Ermal,2,0.01
DURRES,M,2012,Ermet,1,0.01
DURRES,M,2012,Ernest,2,0.01
DURRES,M,2012,Ernis,1,0.01
DURRES,M,2012,Erno,1,0.01
DURRES,M,2012,Erseld,1,0.01
DURRES,M,2012,Ersi,4,0.02
DURRES,M,2012,Ersiano,1,0.01
DURRES,M,2012,Ersild,2,0.01
DURRES,M,2012,Ersildo,1,0.01
DURRES,M,2012,Ersin,1,0.01
DURRES,M,2012,Ersjano,1,0.01
DURRES,M,2012,Ersjo,1,0.01
DURRES,M,2012,Ertugen,1,0.01
DURRES,M,2012,Ervin,2,0.01
DURRES,M,2012,Ervis,3,0.02
DURRES,M,2012,Esed,2,0.01
DURRES,M,2012,Esli,1,0.01
DURRES,M,2012,Esmeraldo,1,0.01
DURRES,M,2012,Estian,1,0.01
DURRES,M,2012,Estilian,1,0.01
DURRES,M,2012,Estin,1,0.01
DURRES,M,2012,Estion,1,0.01
DURRES,M,2012,Esuard,1,0.01
DURRES,M,2012,Etien,2,0.01
DURRES,M,2012,Etlir,1,0.01
DURRES,M,2012,Eugen,1,0.01
DURRES,M,2012,Euglen,1,0.01
DURRES,M,2012,Evan,1,0.01
DURRES,M,2012,Everest,1,0.01
DURRES,M,2012,Evi,1,0.01
DURRES,M,2012,Evin,1,0.01
DURRES,M,2012,Ezdalin,1,0.01
DURRES,M,2012,Ezel,2,0.01
DURRES,M,2012,Fabian,1,0.01
DURRES,M,2012,Fabio,3,0.02
DURRES,M,2012,Fabjan,5,0.03
DURRES,M,2012,Fabjo,4,0.02
DURRES,M,2012,Fabricio,1,0.01
DURRES,M,2012,Fadil,2,0.01
DURRES,M,2012,Faik,1,0.01
DURRES,M,2012,Fatlum,1,0.01
DURRES,M,2012,Fatmir,4,0.02
DURRES,M,2012,Federico,1,0.01
DURRES,M,2012,Fernando,2,0.01
DURRES,M,2012,Fiqiret,1,0.01
DURRES,M,2012,Fisnik,1,0.01
DURRES,M,2012,Fjordi,1,0.01
DURRES,M,2012,Flamur,1,0.01
DURRES,M,2012,Flavio,8,0.04
DURRES,M,2012,Flavjo,8,0.04
DURRES,M,2012,Flejart,1,0.01
DURRES,M,2012,Floan,1,0.01
DURRES,M,2012,Flogert,1,0.01
DURRES,M,2012,Flori,3,0.02
DURRES,M,2012,Florian,3,0.02
DURRES,M,2012,Florigest,1,0.01
DURRES,M,2012,Florim,1,0.01
DURRES,M,2012,Florin,1,0.01
DURRES,M,2012,Florjan,2,0.01
DURRES,M,2012,Françeska,1,0.01
DURRES,M,2012,Françesko,2,0.01
DURRES,M,2012,Franci,1,0.01
DURRES,M,2012,Franko,1,0.01
DURRES,M,2012,Frenki,2,0.01
DURRES,M,2012,Frenkli,1,0.01
DURRES,M,2012,Gëzim,1,0.01
DURRES,M,2012,Gabrel,1,0.01
DURRES,M,2012,Gabriel,4,0.02
DURRES,M,2012,Gabriele,1,0.01
DURRES,M,2012,Gedoar,1,0.01
DURRES,M,2012,Gejdis,1,0.01
DURRES,M,2012,Geledi,1,0.01
DURRES,M,2012,Gentjan,4,0.02
DURRES,M,2012,Gerald,6,0.03
DURRES,M,2012,Geraldo,3,0.02
DURRES,M,2012,Geralt,1,0.01
DURRES,M,2012,Gerdi,1,0.01
DURRES,M,2012,Gerhard,1,0.01
DURRES,M,2012,Gerjan,1,0.01
DURRES,M,2012,Gersi,1,0.01
DURRES,M,2012,Gersiano,1,0.01
DURRES,M,2012,Gersidio,1,0.01
DURRES,M,2012,Gesjan,2,0.01
DURRES,M,2012,Getoar,1,0.01
DURRES,M,2012,Gevi,1,0.01
DURRES,M,2012,Gevis,1,0.01
DURRES,M,2012,Gildi,1,0.01
DURRES,M,2012,Giseld,1,0.01
DURRES,M,2012,Glear,1,0.01
DURRES,M,2012,Gledi,1,0.01
DURRES,M,2012,Gledis,4,0.02
DURRES,M,2012,Gledjon,2,0.01
DURRES,M,2012,Glen,1,0.01
DURRES,M,2012,Glesjano,1,0.01
DURRES,M,2012,Graciano,1,0.01
DURRES,M,2012,Grei,1,0.01
DURRES,M,2012,Greis,3,0.02
DURRES,M,2012,Greisi,1,0.01
DURRES,M,2012,Greit,1,0.01
DURRES,M,2012,Grejsi,1,0.01
DURRES,M,2012,Grendi,1,0.01
DURRES,M,2012,Gresi,1,0.01
DURRES,M,2012,Gresild,1,0.01
DURRES,M,2012,Gridi,1,0.01
DURRES,M,2012,Grised,1,0.01
DURRES,M,2012,Griseld,1,0.01
DURRES,M,2012,Griseldi,1,0.01
DURRES,M,2012,Gylem,1,0.01
DURRES,M,2012,Gjeison,1,0.01
DURRES,M,2012,Gjergj,3,0.02
DURRES,M,2012,Gjovalin,1,0.01
DURRES,M,2012,Gjuljan,1,0.01
DURRES,M,2012,Hajri,1,0.01
DURRES,M,2012,Haki,3,0.02
DURRES,M,2012,Halit,1,0.01
DURRES,M,2012,Hamza,1,0.01
DURRES,M,2012,Harry,1,0.01
DURRES,M,2012,Hasan,3,0.02
DURRES,M,2012,Haxhi,1,0.01
DURRES,M,2012,Hazbi,1,0.01
DURRES,M,2012,Haziz,1,0.01
DURRES,M,2012,Hedon,1,0.01
DURRES,M,2012,Hektor,1,0.01
DURRES,M,2012,Hekuran,1,0.01
DURRES,M,2012,Helgi,1,0.01
DURRES,M,2012,Helias,1,0.01
DURRES,M,2012,Henklin,1,0.01
DURRES,M,2012,Henri,5,0.03
DURRES,M,2012,Henrik,1,0.01
DURRES,M,2012,Herbi,1,0.01
DURRES,M,2012,Hergi,2,0.01
DURRES,M,2012,Hergis,1,0.01
DURRES,M,2012,Herman,1,0.01
DURRES,M,2012,Hoze,1,0.01
DURRES,M,2012,Hysen,1,0.01
DURRES,M,2012,Ibrahim,2,0.01
DURRES,M,2012,Idlir,2,0.01
DURRES,M,2012,Igli,3,0.02
DURRES,M,2012,Ilarja,1,0.01
DURRES,M,2012,Ilir,1,0.01
DURRES,M,2012,Iljas,1,0.01
DURRES,M,2012,Iljon,2,0.01
DURRES,M,2012,Ilmi,1,0.01
DURRES,M,2012,Indirjon,1,0.01
DURRES,M,2012,Indri,1,0.01
DURRES,M,2012,Indrit,3,0.02
DURRES,M,2012,Irdi,1,0.01
DURRES,M,2012,Irind,1,0.01
DURRES,M,2012,Isa,4,0.02
DURRES,M,2012,Islam,1,0.01
DURRES,M,2012,Isli,1,0.01
DURRES,M,2012,Ismail,4,0.02
DURRES,M,2012,Ismet,1,0.01
DURRES,M,2012,Isuf,4,0.02
DURRES,M,2012,Ivan,3,0.02
DURRES,M,2012,Izmir,1,0.01
DURRES,M,2012,Jahe,1,0.01
DURRES,M,2012,Jahja,2,0.01
DURRES,M,2012,Jamarb,1,0.01
DURRES,M,2012,Jamarbër,1,0.01
DURRES,M,2012,Jasmin,1,0.01
DURRES,M,2012,Jetmir,4,0.02
DURRES,M,2012,Jetnor,1,0.01
DURRES,M,2012,Joan,1,0.01
DURRES,M,2012,Joel,4,0.02
DURRES,M,2012,Jon,3,0.02
DURRES,M,2012,Jonathan,1,0.01
DURRES,M,2012,Jonid,1,0.01
DURRES,M,2012,Joren,1,0.01
DURRES,M,2012,Jorgin,1,0.01
DURRES,M,2012,Juel,3,0.02
DURRES,M,2012,Juled,1,0.01
DURRES,M,2012,Julian,1,0.01
DURRES,M,2012,Juljano,1,0.01
DURRES,M,2012,Junik,1,0.01
DURRES,M,2012,Jurgen,3,0.02
DURRES,M,2012,Juri,2,0.01
DURRES,M,2012,Jussuf,1,0.01
DURRES,M,2012,Justin,1,0.01
DURRES,M,2012,Jusuf,2,0.01
DURRES,M,2012,Juxhers,1,0.01
DURRES,M,2012,Kamber,1,0.01
DURRES,M,2012,Kambli,1,0.01
DURRES,M,2012,Kamila,1,0.01
DURRES,M,2012,Kamiljon,1,0.01
DURRES,M,2012,Kastriot,1,0.01
DURRES,M,2012,Kejdi,9,0.05
DURRES,M,2012,Kejsan,1,0.01
DURRES,M,2012,Kejsi,2,0.01
DURRES,M,2012,Keli,1,0.01
DURRES,M,2012,Kelmend,1,0.01
DURRES,M,2012,Kelvin,2,0.01
DURRES,M,2012,Kevin,10,0.05
DURRES,M,2012,Kiran,1,0.01
DURRES,M,2012,Klaer,1,0.01
DURRES,M,2012,Klajdi,5,0.03
DURRES,M,2012,KLAJDI,1,0.01
DURRES,M,2012,Klajvi,1,0.01
DURRES,M,2012,Klario,1,0.01
DURRES,M,2012,Klaudio,2,0.01
DURRES,M,2012,Klaus,5,0.03
DURRES,M,2012,Klead,1,0.01
DURRES,M,2012,Kleand,1,0.01
DURRES,M,2012,Kleandro,1,0.01
DURRES,M,2012,Kledi,4,0.02
DURRES,M,2012,Kledion,1,0.01
DURRES,M,2012,Kledis,3,0.02
DURRES,M,2012,Kledison,1,0.01
DURRES,M,2012,Klei,1,0.01
DURRES,M,2012,Kleidi,4,0.02
DURRES,M,2012,Kleis,1,0.01
DURRES,M,2012,Kleisaid,1,0.01
DURRES,M,2012,Klejdi,3,0.02
DURRES,M,2012,Klejdirsen,1,0.01
DURRES,M,2012,Klejdis,1,0.01
DURRES,M,2012,Klejdjon,1,0.01
DURRES,M,2012,Klejti,1,0.01
DURRES,M,2012,Klejvi,2,0.01
DURRES,M,2012,Kleo,6,0.03
DURRES,M,2012,Kleon,2,0.01
DURRES,M,2012,Kleris,1,0.01
DURRES,M,2012,Klesti,5,0.03
DURRES,M,2012,Klevi,1,0.01
DURRES,M,2012,Klevin,2,0.01
DURRES,M,2012,Klevis,13,0.07
DURRES,M,2012,Klevjo,1,0.01
DURRES,M,2012,Klideon,1,0.01
DURRES,M,2012,Klint,1,0.01
DURRES,M,2012,Klinton,1,0.01
DURRES,M,2012,Kliti,1,0.01
DURRES,M,2012,Klodi,1,0.01
DURRES,M,2012,Klodjan,2,0.01
DURRES,M,2012,Kris,1,0.01
DURRES,M,2012,Krisant,1,0.01
DURRES,M,2012,Kristi,1,0.01
DURRES,M,2012,Kristian,1,0.01
DURRES,M,2012,Kristjan,3,0.02
DURRES,M,2012,Kristo,1,0.01
DURRES,M,2012,Kujtim,2,0.01
DURRES,M,2012,Kurt,2,0.01
DURRES,M,2012,Laert,2,0.01
DURRES,M,2012,Leandro,9,0.05
DURRES,M,2012,Leart,3,0.02
DURRES,M,2012,Ledian,1,0.01
DURRES,M,2012,Ledio,4,0.02
DURRES,M,2012,Ledion,9,0.05
DURRES,M,2012,Ledis,1,0.01
DURRES,M,2012,Ledison,1,0.01
DURRES,M,2012,Ledjo,6,0.03
DURRES,M,2012,Ledjon,8,0.04
DURRES,M,2012,Leito,1,0.01
DURRES,M,2012,Lenadro,1,0.01
DURRES,M,2012,Leneda,1,0.01
DURRES,M,2012,Leo,7,0.04
DURRES,M,2012,Leohandro,1,0.01
DURRES,M,2012,Leon,8,0.04
DURRES,M,2012,Leonard,4,0.02
DURRES,M,2012,Leonardo,2,0.01
DURRES,M,2012,Leonel,3,0.02
DURRES,M,2012,Leonido,1,0.01
DURRES,M,2012,Leonidha,2,0.01
DURRES,M,2012,Leonis,5,0.03
DURRES,M,2012,Leonit,1,0.01
DURRES,M,2012,Leons,1,0.01
DURRES,M,2012,Leonseljo,1,0.01
DURRES,M,2012,Leoren,1,0.01
DURRES,M,2012,Liam,1,0.01
DURRES,M,2012,Liandro,1,0.01
DURRES,M,2012,Lion,1,0.01
DURRES,M,2012,Lionel,3,0.02
DURRES,M,2012,Lirjon,1,0.01
DURRES,M,2012,Lisian,1,0.01
DURRES,M,2012,Lisjen,1,0.01
DURRES,M,2012,Livio,1,0.01
DURRES,M,2012,Lorel,1,0.01
DURRES,M,2012,Lorenc,3,0.02
DURRES,M,2012,Lorenco,1,0.01
DURRES,M,2012,Lorik,2,0.01
DURRES,M,2012,Loris,1,0.01
DURRES,M,2012,Lorisjo,1,0.01
DURRES,M,2012,Lorjan,1,0.01
DURRES,M,2012,Luçiano,1,0.01
DURRES,M,2012,Luenjo,1,0.01
DURRES,M,2012,Luis,25,0.14
DURRES,M,2012,Lukas,1,0.01
DURRES,M,2012,Lulzim,2,0.01
DURRES,M,2012,Luman,1,0.01
DURRES,M,2012,Lusiano,1,0.01
DURRES,M,2012,Lusjano,1,0.01
DURRES,M,2012,Luxhiano,1,0.01
DURRES,M,2012,Malrin,1,0.01
DURRES,M,2012,Malvin,1,0.01
DURRES,M,2012,Mandi,1,0.01
DURRES,M,2012,Manuel,1,0.01
DURRES,M,2012,Mariglen,2,0.01
DURRES,M,2012,Maril,1,0.01
DURRES,M,2012,Marin,2,0.01
DURRES,M,2012,Mario,4,0.02
DURRES,M,2012,Maris,1,0.01
DURRES,M,2012,Marius,1,0.01
DURRES,M,2012,Marjano,1,0.01
DURRES,M,2012,Marjel,3,0.02
DURRES,M,2012,Marjo,4,0.02
DURRES,M,2012,Marjol,1,0.01
DURRES,M,2012,Marjon,1,0.01
DURRES,M,2012,Markelian,1,0.01
DURRES,M,2012,Markos,1,0.01
DURRES,M,2012,Marsel,2,0.01
DURRES,M,2012,Marseld,1,0.01
DURRES,M,2012,Marseldi,1,0.01
DURRES,M,2012,Marsild,1,0.01
DURRES,M,2012,Marsildo,1,0.01
DURRES,M,2012,Marson,1,0.01
DURRES,M,2012,Martin,1,0.01
DURRES,M,2012,Marvi,1,0.01
DURRES,M,2012,Marvin,2,0.01
DURRES,M,2012,Mateo,16,0.09
DURRES,M,2012,Matia,3,0.02
DURRES,M,2012,Matias,5,0.03
DURRES,M,2012,Matteo,1,0.01
DURRES,M,2012,Mattias,1,0.01
DURRES,M,2012,Medi,1,0.01
DURRES,M,2012,Mejson,1,0.01
DURRES,M,2012,Meldjan,1,0.01
DURRES,M,2012,Melisjan,1,0.01
DURRES,M,2012,Meris,1,0.01
DURRES,M,2012,Merti,1,0.01
DURRES,M,2012,Merxhan,2,0.01
DURRES,M,2012,Mesi,1,0.01
DURRES,M,2012,Mevlin,1,0.01
DURRES,M,2012,Mexhit,1,0.01
DURRES,M,2012,Miftar,1,0.01
DURRES,M,2012,Migel,2,0.01
DURRES,M,2012,Mikael,4,0.02
DURRES,M,2012,Mikail,1,0.01
DURRES,M,2012,Mikel,6,0.03
DURRES,M,2012,Mikele,3,0.02
DURRES,M,2012,Mirel,1,0.01
DURRES,M,2012,Misim,1,0.01
DURRES,M,2012,Mistian,1,0.01
DURRES,M,2012,Misheljan,1,0.01
DURRES,M,2012,Muhamed,3,0.02
DURRES,M,2012,Muhamet,2,0.01
DURRES,M,2012,Muharrem,4,0.02
DURRES,M,2012,Murat,1,0.01
DURRES,M,2012,Mursel,1,0.01
DURRES,M,2012,Musa,1,0.01
DURRES,M,2012,Myalim,1,0.01
DURRES,M,2012,Myftar,1,0.01
DURRES,M,2012,Myrteza,2,0.01
DURRES,M,2012,Nahser,1,0.01
DURRES,M,2012,Ndrec,1,0.01
DURRES,M,2012,Ndue,1,0.01
DURRES,M,2012,Nel,1,0.01
DURRES,M,2012,Nerti,1,0.01
DURRES,M,2012,Nesti,1,0.01
DURRES,M,2012,Nigesti,1,0.01
DURRES,M,2012,Nikolo,2,0.01
DURRES,M,2012,Nismir,1,0.01
DURRES,M,2012,Noal,1,0.01
DURRES,M,2012,Noars,1,0.01
DURRES,M,2012,Noel,28,0.15
DURRES,M,2012,Noeljo,1,0.01
DURRES,M,2012,Nurgen,1,0.01
DURRES,M,2012,Nuriel,1,0.01
DURRES,M,2012,Obraian,1,0.01
DURRES,M,2012,Odisea,1,0.01
DURRES,M,2012,Ogi,1,0.01
DURRES,M,2012,Oldian,1,0.01
DURRES,M,2012,Olgert,1,0.01
DURRES,M,2012,Olian,1,0.01
DURRES,M,2012,OLIVER,1,0.01
DURRES,M,2012,Olkei,1,0.01
DURRES,M,2012,Olsi,2,0.01
DURRES,M,2012,Olti,1,0.01
DURRES,M,2012,Omar,1,0.01
DURRES,M,2012,Omer,5,0.03
DURRES,M,2012,Orest,3,0.02
DURRES,M,2012,Oresti,3,0.02
DURRES,M,2012,Orgerst,1,0.01
DURRES,M,2012,Orges,8,0.04
DURRES,M,2012,Orgest,1,0.01
DURRES,M,2012,Orgestjos,1,0.01
DURRES,M,2012,Orgi,1,0.01
DURRES,M,2012,Orgido,1,0.01
DURRES,M,2012,Orgito,4,0.02
DURRES,M,2012,Oriel,1,0.01
DURRES,M,2012,Orikson,1,0.01
DURRES,M,2012,Orindi,1,0.01
DURRES,M,2012,Orion,1,0.01
DURRES,M,2012,Orkido,2,0.01
DURRES,M,2012,Ormer,1,0.01
DURRES,M,2012,Ornest,1,0.01
DURRES,M,2012,Ostin,2,0.01
DURRES,M,2012,Osvaldo,1,0.01
DURRES,M,2012,Paolo,1,0.01
DURRES,M,2012,Petrit,3,0.02
